,id,review,label,pred_multiple,terms
0,0,"i am not necessarily fanatical about this place, but it was a fun time for low prices.",VALUE,VALUE|FOOD|VALUE|VALUE,place|fun|time|prices
1,2,the high prices you're going to pay is for the view not for the food.,VALUE,VALUE|VALUE|FOOD,prices|view|food
2,3,the high prices you're going to pay is for the view not for the food.,VALUE,VALUE|VALUE|FOOD,prices|view|food
3,4,the high prices you're going to pay is for the view not for the food.,VALUE,VALUE|VALUE|FOOD,prices|view|food
4,5,the high prices you're going to pay is for the view not for the food.,VALUE,VALUE|VALUE|FOOD,prices|view|food
5,6,the high prices you're going to pay is for the view not for the food.,VALUE,VALUE|VALUE|FOOD,prices|view|food
6,7,the high prices you're going to pay is for the view not for the food.,VALUE,VALUE|VALUE|FOOD,prices|view|food
7,8,the high prices you're going to pay is for the view not for the food.,VALUE,VALUE|VALUE|FOOD,prices|view|food
8,9,the high prices you're going to pay is for the view not for the food.,VALUE,VALUE|VALUE|FOOD,prices|view|food
9,10,the high prices you're going to pay is for the view not for the food.,VALUE,VALUE|VALUE|FOOD,prices|view|food
10,11,the high prices you're going to pay is for the view not for the food.,VALUE,VALUE|VALUE|FOOD,prices|view|food
11,12,the high prices you're going to pay is for the view not for the food.,VALUE,VALUE|VALUE|FOOD,prices|view|food
12,13,the high prices you're going to pay is for the view not for the food.,VALUE,VALUE|VALUE|FOOD,prices|view|food
13,14,the high prices you're going to pay is for the view not for the food.,VALUE,VALUE|VALUE|FOOD,prices|view|food
14,15,the high prices you're going to pay is for the view not for the food.,VALUE,VALUE|VALUE|FOOD,prices|view|food
15,16,the high prices you're going to pay is for the view not for the food.,VALUE,VALUE|VALUE|FOOD,prices|view|food
16,17,the high prices you're going to pay is for the view not for the food.,VALUE,VALUE|VALUE|FOOD,prices|view|food
17,18,bad food and high prices,FOOD|VALUE,FOOD|VALUE,food|prices
18,19,bad food and high prices,FOOD|VALUE,FOOD|VALUE,food|prices
19,20,bad food and high prices,FOOD|VALUE,FOOD|VALUE,food|prices
20,21,bad food and high prices,FOOD|VALUE,FOOD|VALUE,food|prices
21,22,bad food and high prices,FOOD|VALUE,FOOD|VALUE,food|prices
22,23,bad food and high prices,FOOD|VALUE,FOOD|VALUE,food|prices
23,24,bad food and high prices,FOOD|VALUE,FOOD|VALUE,food|prices
24,25,bad food and high prices,FOOD|VALUE,FOOD|VALUE,food|prices
25,26,bad food and high prices,FOOD|VALUE,FOOD|VALUE,food|prices
26,27,bad food and high prices,FOOD|VALUE,FOOD|VALUE,food|prices
27,28,bad food and high prices,FOOD|VALUE,FOOD|VALUE,food|prices
28,29,bad food and high prices,FOOD|VALUE,FOOD|VALUE,food|prices
29,30,bad food and high prices,FOOD|VALUE,FOOD|VALUE,food|prices
30,31,bad food and high prices,FOOD|VALUE,FOOD|VALUE,food|prices
31,32,bad food and high prices,FOOD|VALUE,FOOD|VALUE,food|prices
32,33,prices are fair across the board for both food and bev.,VALUE|VALUE,VALUE|VALUE|FOOD|VALUE,prices|board|food|bev
33,34,"price is high but the food is good, so i would come back again.",FOOD|VALUE,VALUE|FOOD,price|food
34,35,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
35,36,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
36,37,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
37,38,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
38,39,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
39,40,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
40,41,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
41,42,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
42,43,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
43,44,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
44,45,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
45,46,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
46,47,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
47,48,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
48,49,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
49,50,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
50,51,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
51,52,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
52,53,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
53,54,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
54,55,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
55,56,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
56,57,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
57,58,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
58,59,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
59,60,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
60,61,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
61,62,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
62,63,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
63,64,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
64,65,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
65,66,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
66,67,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
67,68,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
68,69,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
69,70,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
70,71,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
71,72,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
72,73,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
73,74,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
74,75,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
75,76,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
76,77,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
77,78,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
78,79,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
79,80,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
80,81,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
81,82,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
82,83,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
83,84,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
84,85,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
85,86,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
86,87,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
87,88,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
88,89,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
89,90,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
90,91,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
91,92,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
92,93,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
93,94,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
94,95,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
95,96,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
96,97,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
97,98,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
98,99,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
99,100,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
100,101,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
101,102,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
102,103,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
103,104,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
104,105,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
105,106,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
106,107,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
107,108,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
108,109,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
109,110,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
110,111,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
111,112,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
112,113,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE,place|value
113,114,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD|VALUE,food|price
114,115,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,atmosphere
115,116,the martinis are amazing but the prices are expensive.,FOOD|VALUE,FOOD|VALUE,martinis|prices
116,117,the flavors are amazing and the value is phenomenal.,FOOD|VALUE,FOOD|VALUE,flavors|value
117,118,prices too high for this cramped and unappealing resturant.,VALUE|AMBIENCE,VALUE|SERVICE,prices|resturant
118,119,great service and food at a good price,VALUE|SERVICE|FOOD,SERVICE|FOOD|VALUE,service|food|price
119,120,prices are not affordable and the quality of food is bad,VALUE|FOOD,VALUE|VALUE|FOOD,prices|quality|food
120,121,"cozy place, great service and an amazing pizza",AMBIENCE|SERVICE|FOOD,SERVICE|SERVICE|FOOD,place|service|pizza
121,122,the price is high and the quality of food is horrible,VALUE|FOOD,VALUE|VALUE|FOOD,price|quality|food
122,123,prices absolutely not moderate and not appropriate,VALUE,VALUE,prices
123,124,prices absolutely not moderate and not appropriate,VALUE,VALUE,prices
124,125,prices absolutely not moderate and not appropriate,VALUE,VALUE,prices
125,126,prices absolutely not moderate and not appropriate,VALUE,VALUE,prices
126,127,prices absolutely not moderate and not appropriate,VALUE,VALUE,prices
127,128,prices absolutely not moderate and not appropriate,VALUE,VALUE,prices
128,129,prices absolutely not moderate and not appropriate,VALUE,VALUE,prices
129,130,prices absolutely not moderate and not appropriate,VALUE,VALUE,prices
130,131,prices absolutely not moderate and not appropriate,VALUE,VALUE,prices
131,132,prices absolutely not moderate and not appropriate,VALUE,VALUE,prices
132,133,prices absolutely not moderate and not appropriate,VALUE,VALUE,prices
133,134,prices absolutely not moderate and not appropriate,VALUE,VALUE,prices
134,135,prices absolutely not moderate and not appropriate,VALUE,VALUE,prices
135,136,"last but not least, prices for nyc are ridiculously low and the personnel is warm and friendly",VALUE|SERVICE,VALUE|VALUE|SERVICE,prices|nyc|personnel
136,137,"we, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",SERVICE,SERVICE|AMBIENCE|SERVICE,noon|place|staff
137,138,the food was lousy - too sweet or too salty and the portions tiny.,FOOD|FOOD,FOOD|FOOD,food|portions
138,139,"i have eaten at saul, many times, the food is always consistently, outrageously good.",FOOD,FOOD|FOOD|FOOD,saul|times|food
139,140,the duck confit is always amazing and the foie gras terrine with figs was out of this world.,FOOD|FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,duck|confit|foie|terrine|figs|world
140,141,chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family.,FOOD|FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,chow|fun|pork|shu|mai|table|family
141,142,"service was divine, oysters where a sensual as they come, and the price can't be beat!!!",SERVICE|FOOD,SERVICE|FOOD|VALUE,service|oysters|price
142,143,"everything is always cooked to perfection, the service is excellent, the decor cool and understated.",SERVICE|AMBIENCE,VALUE|FOOD|SERVICE|AMBIENCE|AMBIENCE,everything|perfection|service|decor|cool
143,144,i had the duck breast special on my last visit and it was not incredible.,FOOD,FOOD|FOOD|SERVICE,duck|breast|visit
144,145,"the food is very average...the thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.",FOOD|FOOD,FOOD|FOOD|FOOD|FOOD|FOOD,food|fusion|stuff|bit|thing
145,146,the only thing i moderately enjoyed was their grilled chicken special with edamame puree.,FOOD,AMBIENCE|FOOD|FOOD|FOOD,thing|chicken|edamame|puree
146,147,i had never had edamame pureed before but i thought it was innovative and tasty (could've used a bit more salt).,FOOD|FOOD,FOOD|FOOD|FOOD|FOOD,edamame|pureed|bit|salt
147,148,"the decor is night tho...but they really need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",AMBIENCE|AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE,decor|night|tho|ceiling|effort|place|look
148,149,"the spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",FOOD|FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,spicy|tuna|roll|rock|shrimp|tempura|appetizer
149,150,we went around 9:30 on a friday and it had died down a bit by then so the service was great!,SERVICE,VALUE|SERVICE,bit|service
150,151,food is bad.,FOOD,FOOD,food
151,152,service is friendly and attentive.,SERVICE,SERVICE,service
152,153,ambiance is relaxed and stylish.,AMBIENCE,FOOD,ambiance
153,154,"however, it's the service that leaves a bad taste in my mouth.",SERVICE,SERVICE|FOOD|SERVICE,service|taste|mouth
154,155,"i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.",SERVICE,VALUE|VALUE|VALUE|SERVICE|VALUE|FOOD|VALUE,policy|bit|self-respect|waiter|trivialities|water|check
155,156,food is disgusting.,FOOD,FOOD,food
156,157,service is top notch.,SERVICE,SERVICE|SERVICE,service|notch
157,158,"i tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",FOOD,FOOD|FOOD|FOOD|FOOD|FOOD,sushi|restaurant|sea|urchin|sushi
158,159,the sushi seemed pretty fresh and was adequately proportioned.,FOOD|FOOD,FOOD,sushi
159,160,the rice to fish ration was also good and they didn't try to overpack the rice.,FOOD,FOOD|FOOD|FOOD|FOOD,rice|fish|ration|rice
160,161,we took advantage of the half price sushi deal on saturday so it was well worth it.,FOOD,VALUE|VALUE|VALUE|FOOD|VALUE,advantage|half|price|sushi|deal
161,162,the food was well prepared and the service was impecable.,FOOD|SERVICE,FOOD|SERVICE,food|service
162,163,the prix fixe menu is worth every penny and you get more than enough (both in quantity and quality).,FOOD|FOOD|VALUE,FOOD|FOOD|FOOD|VALUE|VALUE|VALUE,prix|fixe|menu|penny|quantity|quality
163,164,"$6 and there is much tasty food, all of it fresh and continually refilled.",FOOD|FOOD|VALUE,FOOD,food
164,165,"i am not a vegetarian but, almost all the dishes were bad.",FOOD,FOOD,dishes
165,166,the food here is not good.,FOOD,FOOD,food
166,167,"i like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",FOOD|FOOD|FOOD|FOOD|FOOD,FOOD|FOOD|FOOD|FOOD|FOOD,somosas|chai|chole|dhosas|dhal
167,168,"the service varys from day to day- sometimes they're very nice, and sometimes not.",SERVICE,SERVICE|VALUE|SERVICE|SERVICE,service|varys|day|day
168,169,"also, specify if you like your food spicy- its rather bland if you don't.",FOOD,FOOD,food
169,170,"the ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",AMBIENCE,AMBIENCE|SERVICE|FOOD,ambience|conversation|lunch
170,171,if you've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer.,AMBIENCE,FOOD|VALUE|AMBIENCE|VALUE|AMBIENCE|VALUE|VALUE,river|weehawken|idea|top|view|chart|house
171,172,add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,SERVICE|FOOD|VALUE,SERVICE|FOOD|VALUE|AMBIENCE|SERVICE,service|food|price|beginning|evening
172,173,the lava cake dessert was terrible.,FOOD,FOOD|FOOD|FOOD,lava|cake|dessert
173,174,"once you step into cosette, you're miraculously in a small, off-the-beaten path parisian bistro.",AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,cosette|path|bistro
174,175,"this tiny restaurant is as cozy as it gets, with that certain parisian flair.",AMBIENCE,FOOD|SERVICE,restaurant|flair
175,176,"the food was average to above-average; the french onion soup filling yet not overly impressive, and the desserts not brilliant in any way.",FOOD|FOOD|FOOD|FOOD,FOOD|FOOD|FOOD|FOOD|VALUE,food|onion|soup|desserts|way
176,177,the pizza was delivered cold and the cheese wasn't even fully melted!,FOOD|FOOD,FOOD|FOOD,pizza|cheese
177,178,the pizza is overpriced and soggy.,FOOD|VALUE,FOOD,pizza
178,179,"yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",FOOD|FOOD|FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|VALUE,ingredients|ingredients|pizza|someone|crust|right
179,180,i think i've had some the worst meals of my life at minnow.,FOOD,FOOD|FOOD|VALUE,meals|life|minnow
180,181,"the seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",FOOD|FOOD|FOOD,FOOD|FOOD|FOOD|FOOD|SERVICE,seafood|wine|list|menu|surprises
181,182,the combination of super-fresh ingredients in the dishes are unusual but really delicious.,FOOD,FOOD|FOOD|FOOD,combination|ingredients|dishes
182,183,best pastrami i ever had and great portion without being ridiculous.,FOOD|FOOD,FOOD|VALUE,pastrami|portion
183,184,my wife had the fried shrimp which are huge and loved it.,FOOD|FOOD,FOOD|FOOD,wife|shrimp
184,185,"my wife and i always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",SERVICE,VALUE|SERVICE|VALUE,wife|staff|story
185,186,"the service is excellent, the decor is great, and the food is delicious and comes in large portions.",SERVICE|AMBIENCE|FOOD|FOOD,SERVICE|AMBIENCE|FOOD|SERVICE,service|decor|food|portions
186,187,this place is incredibly tiny.,AMBIENCE,AMBIENCE,place
187,188,the hostess is rude to the point of being offensive.,SERVICE,SERVICE|VALUE,hostess|point
188,189,the food was bland oily.,FOOD,FOOD|FOOD,food|oily
189,190,"we have been to this place many times, and always have great food, wine, and service.",FOOD|FOOD|SERVICE,FOOD|FOOD|FOOD|FOOD|SERVICE,place|times|food|wine|service
190,191,"we were worried we would have trouble getting in, but somehow managed to have a short wait.",SERVICE,VALUE|SERVICE,trouble|wait
191,192,"when we sat, we got great and fast service.",SERVICE,SERVICE,service
192,193,the people that work there are always so friendly you forget you are in new york sometimes.,SERVICE,VALUE|VALUE,people|york
193,194,the pizza is yummy and i like the atmoshpere.,FOOD|AMBIENCE,FOOD|FOOD,pizza|atmoshpere
194,195,but the pizza is way to expensive.,VALUE,FOOD|VALUE,pizza|way
195,196,i went there for lunch and the lunch was not as good as i expected from the reviews i read.,FOOD,FOOD|FOOD|VALUE,lunch|lunch|reviews
196,197,sauce was watery and the food didn't have much flavor.,FOOD|FOOD,FOOD|FOOD|FOOD,sauce|food|flavor
197,198,the waitress was very patient with us and the food is phenomenal!,SERVICE|FOOD,FOOD|FOOD,waitress|food
198,199,"service was prompt, friendly and great.",SERVICE,SERVICE,service
199,200,horrible pizza and bad service.,FOOD|SERVICE,FOOD|SERVICE,pizza|service
200,201,"there was a small wait, but shorter than i expected.",SERVICE,VALUE,wait
201,202,this is the best sushi in new york city - hands down.,FOOD,FOOD|FOOD|FOOD,sushi|city|hands
202,203,the place is small and cramped but the food is fantastic.,AMBIENCE|FOOD,AMBIENCE|FOOD,place|food
203,204,"the atmosphere isn't the greatest , but i suppose that's how they keep the prices down .",AMBIENCE,AMBIENCE|VALUE,atmosphere|prices
204,206,first went here to enjoy their garden terrace.,AMBIENCE,FOOD|SERVICE,garden|terrace
205,207,"the food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",FOOD|SERVICE,FOOD|SERVICE,food|service
206,208,"the steak tartare is a great bet, they fix it for you at the table.",FOOD,FOOD|FOOD|FOOD|VALUE,steak|tartare|bet|table
