,id,review,target,label,predict,term,polarity
0,1004293:1,"we, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",staff,SERVICE,SERVICE|AMBIENCE|SERVICE,four|place|like,negative
1,1004293:3,the food was lousy - too sweet or too salty and the portions tiny.,"food,portions","FOOD,FOOD",FOOD,food,"negative,negative"
2,1014458:0,"i have eaten at saul, many times, the food is always consistently, outrageously good.",food,FOOD,AMBIENCE|FOOD|FOOD|FOOD|FOOD,good|always|outrageously|food|time,positive
3,1014458:2,the duck confit is always amazing and the foie gras terrine with figs was out of this world.,"foie gras terrine with figs,duck confit","FOOD,FOOD",FOOD,always,"positive,positive"
4,1014458:3,the wine list is interesting and has many good values.,"wine list,wine list","FOOD,PRICES",FOOD|SERVICE|AMBIENCE|FOOD,good|list|rest|wine,"positive,positive"
5,1016296:1,ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,cart attendant,SERVICE,AMBIENCE|FOOD|FOOD,away|rice|rice,negative
6,1016296:4,chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family.,"Chow fun,pork shu mai,NULL","FOOD,FOOD",FOOD|FOOD,share|family,"negative,negative,negative"
7,1028246:1,"service was devine, oysters where a sensual as they come, and the price can't be beat!!!","Service,oysters,NULL","SERVICE,FOOD,PRICES",SERVICE|PRICES|PRICES|FOOD,service|price|rice|come,"positive,positive,positive"
8,1032695:1,"everything is always cooked to perfection, the service is excellent, the decor cool and understated.","NULL,service,decor","FOOD,SERVICE,AMBIENCE",SERVICE|AMBIENCE|FOOD,service|always|everything,"positive,positive,positive"
9,1032695:2,i had the duck breast special on my last visit and it was incredible.,duck breast special,FOOD,AMBIENCE|FOOD,edible|special,positive
10,1041457:2,"the food is very average...the thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.","food,Thai fusion stuff,NULL","FOOD,FOOD,FOOD",FOOD|PRICES,food|average,"negative,negative,negative"
11,1041457:3,the only thing i moderately enjoyed was their grilled chicken special with edamame puree.,Grilled Chicken special with Edamame Puree,FOOD,FOOD|FOOD,enjoyed|special,positive
12,1041457:4,i had never had edamame pureed before but i thought it was innovative and tasty (could've used a bit more salt).,"Edamame pureed,Edamame pureed","FOOD,FOOD",FOOD|FOOD|FOOD,though|could|tasty,"positive,positive"
13,1041457:6,"the decor is night tho...but they really need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.","place,decor,vent","AMBIENCE,AMBIENCE,AMBIENCE",AMBIENCE|AMBIENCE,night|place,"negative,positive,negative"
14,1053543:2,"their sake list was extensive, but we were looking for purple haze, which wasn't listed but made for us upon request!","sake list,NULL","FOOD,SERVICE",AMBIENCE|FOOD|FOOD|SERVICE|SERVICE|SERVICE|PRICES|AMBIENCE,made|sake|purple|upon|list|list|request|listed,"positive,positive"
15,1053543:3,"the spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!","spicy tuna roll,rock shrimp tempura","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,great|good|tempura|share|spicy|rock|appetizer|roll,"positive,positive"
16,1053543:4,we went around 9:30 on a friday and it had died down a bit by then so the service was great!,service,SERVICE,PRICES|SERVICE,great|service,positive
17,1055910:2,food-awesome.,Food,FOOD,FOOD,food,positive
18,1055910:3,service- friendly and attentive.,Service,SERVICE,SERVICE|SERVICE,service|friendly,positive
19,1055910:4,ambiance- relaxed and stylish.,Ambiance,AMBIENCE,FOOD,ambiance,positive
20,1058221:3,"however, it's the service that leaves a bad taste in my mouth.",service,SERVICE,SERVICE|FOOD,service|taste,negative
21,1058221:4,"i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.",waiter,SERVICE,FOOD,like,negative
22,1062641:2,food is great.,Food,FOOD,FOOD|FOOD,great|food,positive
23,1062641:3,service is top notch.,Service,SERVICE,SERVICE,service,positive
24,1064477:0,"i tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",sea urchin,FOOD,FOOD|FOOD|FOOD|FOOD,restaurant|rest|sushi|sushi,positive
25,1064477:2,the sushi seemed pretty fresh and was adequately proportioned.,"sushi,sushi","FOOD,FOOD",FOOD|FOOD|AMBIENCE|FOOD|AMBIENCE,fresh|adequately|seemed|sushi|pretty,"positive,positive"
26,1064477:3,the rice to fish ration was also good--they didn't try to overpack the rice.,rice to fish ration,FOOD,FOOD|FOOD|FOOD|FOOD,good|fish|rice|rice,positive
27,1064477:4,we took advanatage of the half price sushi deal on saturday so it was well worth it.,"half price sushi deal,half price sushi deal","FOOD,PRICES",PRICES|PRICES|FOOD|PRICES,price|well|sushi|rice,"positive,positive"
28,1074868:4,the food was well prepared and the service impecable.,"food,service","FOOD,SERVICE",SERVICE|FOOD|FOOD,service|well|food,"positive,positive"
29,1084394:3,the prix fixe menu is worth every penny and you get more than enough (both in quantity and quality).,"Prix Fixe menu,Prix Fixe menu,Prix Fixe menu","FOOD,FOOD,PRICES",FOOD|FOOD|FOOD|PRICES|PRICES|PRICES,prix|fixe|menu|penny|quantity|quality,"positive,positive,positive"
30,1086415:2,"$6 and there is much tasty food, all of it fresh and continually refilled.","food,food,food","FOOD,FOOD,PRICES",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,fresh|food|filled|much|continually|refilled|tasty,"positive,positive,positive"
31,1086415:3,"i am not a vegetarian but, almost all the dishes were great.",dishes,FOOD,FOOD|FOOD,great|dish,positive
32,1086478:0,"the food here is rather good, but only if you like to wait for it.","food,NULL","FOOD,SERVICE",FOOD|FOOD|FOOD,good|food|like,"positive,negative"
33,1086478:1,"i like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.","somosas,chai,chole,dhosas,dhal","FOOD,FOOD,FOOD,FOOD,FOOD",FOOD,like,"positive,positive,positive,negative,negative"
34,1086478:2,"the service varys from day to day- sometimes they're very nice, and sometimes not.",service,SERVICE,SERVICE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE,service|sometimes|sometimes|time|time,negative
35,1086478:3,"the kitchen however, is almost always slow.",kitchen,SERVICE,AMBIENCE,always,negative
36,1086478:4,"also, specify if you like your food spicy- its rather bland if you don't.",food,FOOD,FOOD|FOOD|FOOD|FOOD,bland|spicy|food|like,negative
37,1086478:5,"the ambience is pretty and nice for conversation, so a casual lunch here would probably be best.","ambience,NULL",AMBIENCE,AMBIENCE|AMBIENCE|FOOD|FOOD,ambience|pretty|casual|would,"positive,positive"
38,1090587:1,if you've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer.,view,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE,river|weehawken|idea|top|view|chart|house,positive
39,1090587:2,add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,"service,food,food","SERVICE,FOOD,PRICES",FOOD|FOOD|FOOD|SERVICE|PRICES|FOOD|PRICES|PRICES,great|great|great|service|price|food|rice|reasonable,"positive,positive,positive"
40,1090587:3,the lava cake dessert was incredible and i recommend it.,lava cake dessert,FOOD,AMBIENCE|FOOD|FOOD,edible|dessert|recommend,positive
41,1102681:0,"once you step into cosette, you're miraculously in a small, off-the-beaten path parisian bistro.",Cosette,AMBIENCE,FOOD|AMBIENCE|AMBIENCE,cosette|path|bistro,positive
42,1102681:1,"this tiny restaurant is as cozy as it gets, with that certain parisian flair.",restaurant,AMBIENCE,AMBIENCE|AMBIENCE,restaurant|rest,positive
43,1102681:2,"the food was average to above-average; the french onion soup filling yet not overly impressive, and the desserts not brilliant in any way.","food,French Onion soup,French Onion soup,desserts","FOOD,FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|FOOD,food|dessert|average|average,"positive,negative,positive,negative"
44,1102681:3,"however, go for the ambience, and consider the food just a companion for a trip across the world!","ambience,food","AMBIENCE,FOOD",FOOD|FOOD,ambience|food,"positive,neutral"
45,1118167:2,the pizza was delivered cold and the cheese wasn't even fully melted!,"pizza,cheese","FOOD,FOOD",FOOD|FOOD,pizza|live,"negative,negative"
46,1119578:1,the pizza is overpriced and soggy.,"pizza,pizza","FOOD,PRICES",FOOD|FOOD|FOOD,pizza|price|rice,"negative,negative"
47,1119578:2,"yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.","ingredients,pizza,crust","FOOD,FOOD,FOOD",FOOD|FOOD,good|pizza,"positive,negative,negative"
48,1123262:0,i think i've had some the best meals of my life at minnow.,meals,FOOD,FOOD,meal,positive
49,1123262:1,"the seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.","seafood,wine list,menu","FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,great|good|list|always|food|wine,"positive,positive,positive"
50,1123262:2,the combination of super-fresh ingredients in the dishes are unusual but really delicious.,ingredients,FOOD,FOOD|FOOD|FOOD,fresh|delicious|dish,positive
51,1125006:1,best pastrami i ever had and great portion without being ridiculous.,"Pastrami,portion","FOOD,FOOD",FOOD,great,"positive,positive"
52,1125006:3,my wife had the fried shrimp which are huge and loved it.,"fried shrimp,fried shrimp","FOOD,FOOD",FOOD,wife,"positive,positive"
53,1125284:2,"the signs, the specials menus, food, and even all the waitstaff are all totally japanese.","signs,specials menus,food,waitstaff","FOOD,FOOD,SERVICE",FOOD|FOOD,food|special,"positive,positive,positive,positive"
54,1126814:0,"leon is an east village gem: casual but hip, with well prepared basic french bistro fare, good specials, a warm and lively atmosphere.","Leon,Leon,specials,atmosphere,French bistro fare","AMBIENCE,FOOD,AMBIENCE,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD|AMBIENCE|AMBIENCE|FOOD,good|well|special|casual|warm|village|atmosphere|live,"positive,positive,positive,positive,positive"
55,1126814:1,"my wife and i always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",staff,SERVICE,FOOD|FOOD|FOOD|SERVICE|AMBIENCE|SERVICE|FOOD,always|always|young|friendly|nevertheless|wife|well,positive
56,1126814:3,decent wine at reasonable prices.,"wine,wine","FOOD,PRICES",PRICES|FOOD|PRICES|PRICES,price|wine|rice|reasonable,"neutral,positive"
57,1126886:2,"the service is excellent, the decor is great, and the food is delicious and comes in large portions.","service,decor,food,portions","SERVICE,AMBIENCE,FOOD,FOOD",FOOD|FOOD|SERVICE|FOOD|AMBIENCE,great|delicious|service|food|come,"positive,positive,positive,positive"
58,1131595:2,the hostess is rude to the point of being offensive.,hostess,SERVICE,SERVICE,hostess,negative
59,1131595:3,the food was bland oily.,food,FOOD,FOOD|FOOD,bland|food,negative
60,1138996:1,"we have been to this place many times, and always have great food, wine, and service.","food,wine,service","FOOD,FOOD,SERVICE",FOOD|SERVICE|FOOD|FOOD|FOOD|AMBIENCE|AMBIENCE,great|service|always|food|wine|place|time,"positive,positive,positive"
61,1138996:2,"we were worried we would have trouble getting in, but somehow managed to have a short wait.",wait,SERVICE,AMBIENCE|SERVICE,somehow|would,positive
62,1138996:3,as always we had a great glass of wine while we waited.,glass of wine,FOOD,FOOD|FOOD|FOOD,great|always|wine,positive
63,1138996:4,"when we sat, we got great and fast service.",service,SERVICE,PRICES|SERVICE,great|service,positive
64,1138996:5,the people that work there are always so friendly you forget you are in new york sometimes.,people,SERVICE,AMBIENCE|AMBIENCE|SERVICE|SERVICE|SERVICE|SERVICE|AMBIENCE|AMBIENCE,sometimes|always|friendly|forget|work|people|york|time,positive
65,1145510:1,the pizza is yummy and i like the atmoshpere.,"pizza,atmoshpere","FOOD,AMBIENCE",FOOD|FOOD,pizza|like,"positive,positive"
66,1145510:2,but the pizza is way to expensive.,pizza,PRICES,FOOD,pizza,negative
67,1145510:3,"a large is $20, and toppings are about $3 each.","NULL,toppings","PRICES,PRICES",FOOD,toppings,"negative,negative"
68,1147082:0,i went there for lunch and it was not as good as i expected from the reviews i read.,lunch,FOOD,FOOD,good,negative
69,1147082:1,sauce was watery and the food didn't have much flavor.,"Sauce,food","FOOD,FOOD",FOOD|FOOD,food|much,"negative,negative"
70,1147211:2,the waitress was very patient with us and the food is phenomenal!,"waitress,food","SERVICE,FOOD",FOOD|SERVICE,food|waitress,"positive,positive"
71,1147211:3,"service was prompt, friendly and great.",Service,SERVICE,AMBIENCE|SERVICE|SERVICE,great|service|friendly,positive
72,1153034:0,great pizza and fantastic service.,"pizza,service","FOOD,SERVICE",FOOD|FOOD|SERVICE,great|pizza|service,"positive,positive"
73,1153034:1,"there was a small wait, but shorter than i expected.",wait,SERVICE,SERVICE,wait,positive
74,1153034:2,located at the end of a magnificent block.,block,AMBIENCE,AMBIENCE|AMBIENCE,end|block,positive
75,1154550:0,this is the best sushi in new york city - hands down.,sushi,FOOD,AMBIENCE|AMBIENCE|FOOD,city|york|sushi,positive
76,1154550:1,the place is small and cramped but the food is fantastic.,"place,food","AMBIENCE,FOOD",FOOD|AMBIENCE,food|place,"negative,positive"
77,1154550:2,get the tuna of gari.,tuna of gari,FOOD,FOOD|FOOD,tuna|gari,positive
78,1162037:0,"planet thailand has always been a hit with me , i go there usually for the sushi, which is great , the thai food is excellent too .","sushi,thai food,Planet Thailand","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD,great|always|food|sushi,"positive,positive,positive"
79,1162037:1,"with the great variety on the menu , i eat here often and never get bored .",menu,FOOD,FOOD,great,positive
80,1162037:2,"the atmosphere isn't the greatest , but i suppose that's how they keep the prices down .","atmosphere,NULL","AMBIENCE,PRICES",PRICES|PRICES|AMBIENCE|PRICES,great|price|atmosphere|rice,"neutral,positive"
81,1162037:3,it's all about the food !!,food,FOOD,FOOD,food,positive
82,1167434:3,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",menu,FOOD,AMBIENCE|FOOD|FOOD,looked|dumpling|appetizer,negative
83,1167434:5,"those rolls were big, but not good and sashimi wasn't fresh.","rolls,rolls,sashimi","FOOD,FOOD,FOOD",FOOD|FOOD|FOOD,good|fresh|roll,"neutral,negative,negative"
84,1175958:1,"try the crunchy tuna, it is to die for.",crunchy tuna,FOOD,FOOD,tuna,positive
85,1189674:0,first went here to enjoy their garden terrace.,garden terrace,AMBIENCE,FOOD|AMBIENCE,garden|terrace,positive
86,1189674:1,"the food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.","food,service","FOOD,SERVICE",SERVICE|FOOD,service|food,"positive,positive"
87,1189674:2,"the steak tartare is a great bet, they fix it for you at the table.",Steak Tartare,FOOD,FOOD,great,positive
88,1189674:3,"admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.","open kitchen,restaurant","AMBIENCE,AMBIENCE",FOOD|AMBIENCE|FOOD|FOOD|FOOD,restaurant|charm|night|rest|warm,"positive,negative"
89,1189674:4,"great wine selection, gigondas is worth the price, and the house champagne is a great value.","wine selection,Gigondas,house champagne","FOOD,FOOD,PRICES",FOOD|FOOD|PRICES|FOOD|FOOD|PRICES,great|great|price|selection|wine|rice,"positive,positive,positive"
90,1189674:5,"it may be a bit packed on weekends, but the vibe is good and it is the best french food you will find in the area.","NULL,vibe,French food","AMBIENCE,AMBIENCE,FOOD",FOOD|FOOD|AMBIENCE|FOOD,good|food|find|vibe,"neutral,positive,positive"
91,1199292:0,"pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best, freshly baked bread!","crust,pizza","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD,fresh|pizza|pizza|taste|like,"positive,positive"
92,1199480:0,"not sure where the previous reviewer, lonk, dined, but saul is in a great neighborhood and has great food!","neighborhood,food","AMBIENCE,FOOD",AMBIENCE|AMBIENCE|FOOD,great|great|food,"positive,positive"
93,1199480:2,i'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,"setting,service,NULL","AMBIENCE,SERVICE",AMBIENCE|SERVICE|AMBIENCE|AMBIENCE|FOOD|AMBIENCE,setting|service|high|highly|special|recommend,"positive,positive,positive"
94,1205520:2,make sure you have the spicy scallop roll.. .,Spicy Scallop roll,FOOD,FOOD|AMBIENCE,spicy|roll,positive
95,1212346:0,"moules were excellent, lobster ravioli was very salty!","Moules,lobster ravioli","FOOD,FOOD",FOOD,lobster,"positive,negative"
96,1212346:1,"took my mom for mother's day, and the maitre d' was pretty rude.",maitre d',SERVICE,AMBIENCE,pretty,negative
97,1212346:4,tiny dessert was $8.00...just plain overpriced for what it is.,"dessert,dessert","FOOD,PRICES",FOOD|FOOD|FOOD,price|rice|dessert,"negative,negative"
98,1221938:0,the drinks are always welll made and wine selection is fairly priced.,"drinks,wine selection","FOOD,PRICES",FOOD|PRICES|FOOD|FOOD|FOOD|FOOD|PRICES,made|price|always|well|selection|wine|rice,"positive,positive"
99,1221938:1,try their chef's specials-- they are to die for.,chef's specials,FOOD,FOOD,special,positive
100,1221938:3,downstairs lounge is always a good attraction,Downstairs lounge,AMBIENCE,FOOD|AMBIENCE,good|always,positive
101,1225162:0,"raga's is a romantic, cozy restaurant.",Raga's,AMBIENCE,AMBIENCE|AMBIENCE|FOOD,restaurant|rest|romantic,positive
102,1225162:1,the exotic food is beautifully presented and is a delight in delicious combinations.,"exotic food,exotic food","FOOD,FOOD",FOOD|FOOD|FOOD,delight|delicious|food,"positive,positive"
103,1225162:3,the staff is incredibly helpful and attentive.,staff,SERVICE,SERVICE,staff,positive
104,1225162:4,the bar is very well stocked with interesting beers and well priced wines.,"bar,beers,wines","FOOD,FOOD,PRICES",PRICES|AMBIENCE|AMBIENCE|FOOD|FOOD|PRICES,price|well|well|rest|wine|rice,"positive,positive,positive"
105,1227999:1,"the waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...",waitress,SERVICE,SERVICE|SERVICE|AMBIENCE|SERVICE,sitting|waitress|bathroom|order,negative
106,1227999:4,"rude service, medicore food...there are tons of restaurants in ny...stay away from this one","service,food,NULL","SERVICE,FOOD",FOOD|SERVICE|SERVICE|FOOD|FOOD,restaurant|service|away|rest|food,"negative,neutral,negative"
107,1230993:1,i loved everythig about it-especially the shows and actors.,"NULL,shows,actors","AMBIENCE,AMBIENCE",AMBIENCE,special,"positive,positive,positive"
108,1230993:2,our server was very helpful and friendly.,server,SERVICE,AMBIENCE,friendly,positive
109,1230993:4,the food was good too.,food,FOOD,FOOD|FOOD,good|food,positive
110,1232468:0,the tuna and wasabe potatoes are excellent.,"tuna,wasabe potatoes","FOOD,FOOD",FOOD|FOOD|FOOD,tuna|wasabe|potatoes,"positive,positive"
111,1232468:1,the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,outdoor atmosphere,AMBIENCE,SERVICE|AMBIENCE|AMBIENCE|AMBIENCE,sitting|away|wonderful|atmosphere,positive
112,1232468:3,service was prompt and courteous.,Service,SERVICE,SERVICE,service,positive
113,1241906:0,"great service, great food.","service,food","SERVICE,FOOD",FOOD|FOOD|SERVICE|FOOD,great|great|service|food,"positive,positive"
114,1253117:1,"the pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.","pizza,fresh mozzarella","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,common|fresh|shredded|frozen|cheap|pizza|pizza|instead|delicious|mozzarella,"positive,positive"
115,1253117:2,"two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",appetizer selection,FOOD,FOOD|FOOD|FOOD|FOOD,mozzarella|appetizer|selection|would,negative
116,1253117:5,wait staff is blantently unappreciative of your business but its the best pie on the uws!,"Wait staff,pie","SERVICE,FOOD",SERVICE|PRICES|FOOD|PRICES,staff|business|pie|uws,"negative,positive"
117,1256373:0,by far the best salad i have had in a fast food restaurant.,salad,FOOD,FOOD|FOOD|FOOD|FOOD,restaurant|salad|rest|food,positive
118,1256373:1,fine dining restaurant quality.,dining,FOOD,FOOD|FOOD,restaurant|rest,positive
119,1264954:2,"the chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.","chicken pot pie,cheeseburger,cheeseburger,service","FOOD,FOOD,FOOD,SERVICE",SERVICE|FOOD,service|warm,"positive,positive,positive,positive"
120,1269216:1,the staff is no nonsense.,staff,SERVICE,SERVICE|AMBIENCE,staff|nonsense,positive
121,1269216:2,the food options rule.,food,FOOD,FOOD,food,positive
122,1269216:3,when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else.,bagels,FOOD,FOOD|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE,would|would|still|else|lived|live,positive
123,1275154:4,"he served me an uni hand roll, which i never had before, and let me tell you...it was heaven!",Uni Hand roll,FOOD,FOOD|SERVICE,roll|served,positive
124,1275154:6,the sake menu should not be overlooked!,sake menu,FOOD,FOOD|FOOD,looked|sake,positive
125,1275154:8,try the lobster teriyaki and the rose special roll.,"lobster teriyaki,rose special roll","FOOD,FOOD",FOOD|FOOD|FOOD,roll|special|lobster,"positive,positive"
126,1280166:1,"service was very good - prompt, attentive and non-intrusive.",Service,SERVICE,AMBIENCE|SERVICE,good|service,positive
127,1280166:2,"food was very good as well, considering that we tried the budget selection (though i wish the pork belly that i ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).","Food,pork belly","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,good|well|though|food|selection|order,"positive,negative"
128,1280166:3,wine list selection is good and wine-by-the-glass was generously filled to the top.,"Wine list selection,wine-by-the-glass","FOOD,FOOD",FOOD|SERVICE|FOOD|FOOD|FOOD|FOOD,good|list|filled|selection|wine|wine,"positive,positive"
129,1280166:4,traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,"Traditional French decour,hall","AMBIENCE,AMBIENCE",FOOD|AMBIENCE|FOOD,restaurant|though|rest,"positive,negative"
130,1280179:2,"seating is always prompt, though the restaurant does fill up in the evening.",Seating,SERVICE,FOOD|FOOD|AMBIENCE|FOOD,restaurant|always|though|rest,positive
131,1280179:3,"food is usually very good, though ocasionally i wondered about freshmess of raw vegatables in side orders.","Food,raw vegatables in side orders","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD,good|fresh|though|food|order,"positive,negative"
132,1280179:5,"the decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.","decor,semi-private boths","AMBIENCE,AMBIENCE",AMBIENCE,great,"positive,positive"
133,1286916:1,"the first time i went, and was completely taken by the live jazz band and atmosphere, i ordered the lobster cobb salad.","live jazz band,atmosphere","AMBIENCE,AMBIENCE",AMBIENCE|FOOD|AMBIENCE|AMBIENCE|FOOD|AMBIENCE|FOOD|FOOD|FOOD|AMBIENCE|AMBIENCE,take|salad|atmosphere|order|lobster|time|jazz|cobb|live|band|taken,"positive,positive"
134,1286916:3,it's simply the best meal in nyc.,meal,FOOD,FOOD,meal,positive
135,1287538:3,the food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,"food,balance of herbs and tomatoes","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD,delicious|made|food|food,"positive,positive"
136,1289424:3,the server was really cool and served us our food and drinks with a smile.,server,SERVICE,SERVICE|FOOD,served|food,positive
137,1289424:4,the place's decor and hidden bathrooms made for a good laugh.,"decor,hidden bathrooms","AMBIENCE,AMBIENCE",FOOD|AMBIENCE|FOOD|AMBIENCE|AMBIENCE|AMBIENCE,good|made|laugh|hidden|bathroom|place,"positive,positive"
138,1293334:2,"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumkin tortelini.","beers,food,pumkin tortelini","FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|SERVICE|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,delicious|made|dish|guest|food|must|must|recommend|tortelini|happy|band,"positive,positive,positive"
139,1297844:2,the bagel was huge.,bagel,FOOD,FOOD,bagel,positive
140,1297844:4,the workers there also absolutely load the bagel with cream cheese (gets a little messy).,bagel,FOOD,SERVICE,work,negative
141,1300636:0,this was my frist time at cafe st. bart's and i must say how delicous the food and the service was.,"food,service","FOOD,SERVICE",SERVICE|FOOD|FOOD|FOOD|FOOD,service|bart|food|must|time,"positive,positive"
142,1300636:2,i have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,"lobster roll,lobster","FOOD,FOOD",FOOD|AMBIENCE|FOOD|AMBIENCE|FOOD|FOOD|FOOD|FOOD,fresh|high|roll|highly|much|recommend|lobster|lobster,"positive,positive"
143,1300636:3,"other guests enjoyed pizza, santa fe chopped salad and fish and chips.","pizza,santa fe chopped salad,fish and chips","FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|SERVICE,pizza|chip|enjoyed|salad|santa|chopped|fish|guest,"positive,positive,positive"
144,1300636:4,"i highly recommend cafe st. bart's for their food, the ambience and wonderful service.","food,ambience,service","FOOD,AMBIENCE,SERVICE",SERVICE|AMBIENCE|AMBIENCE|FOOD|FOOD|FOOD|AMBIENCE|FOOD,service|high|ambience|bart|food|wonderful|highly|recommend,"positive,positive,positive"
145,1303888:0,all the staff is absolutely professional!!,staff,SERVICE,SERVICE,staff,positive
146,1303984:1,my chow fun and chow see was really bland and oily.,chow fun and chow see,FOOD,FOOD,bland,negative
147,1303984:3,the scallion pancakes and fried dumplings were nothing out of the ordinary.,"scallion pancakes,fried dumplings","FOOD,FOOD",FOOD,dumpling,"neutral,neutral"
148,1308557:0,the service was the only thing good about this restaurant.,"service,restaurant",SERVICE,AMBIENCE|AMBIENCE|SERVICE|AMBIENCE,restaurant|good|service|rest,"positive,negative"
149,1308557:1,"it's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.","NULL,sushi,tuna,rolls","AMBIENCE,FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|AMBIENCE,roll|sushi|pretty|average,"negative,negative,negative,negative"
150,1310217:1,their pad penang is delicious and everything else is fantastic.,"pad penang,NULL","FOOD,FOOD",FOOD|FOOD|FOOD,delicious|everything|else,"positive,positive"
151,1310217:2,the price is reasonable although the service is poor.,"NULL,service","PRICES,SERVICE",SERVICE|PRICES|PRICES|PRICES|PRICES,service|price|though|rice|reasonable,"positive,negative"
