,0,id,review,category,target,term,polarity
212,the view is breathtaking the service is top notch... the ambiance is wonderfull.,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,"AMBIENCE,SERVICE,AMBIENCE","view,service,ambiance",view!breathtaking|service!top|notch!top|wonderfull!top,"positive,positive,positive"
213,the staff offers impeccable service.,1430994:1,The staff offers impeccable service.,SERVICE,staff,service!impeccable|staff!service,positive
214,the characters really make for an enjoyable experience.,1457607:2,The characters really make for an enjoyable experience.,AMBIENCE,characters,experience!enjoyable,positive
215,service was slow had to wait to order and get food although not crowded.,1459569:1,Service was slow had to wait to order and get food although not crowded.,SERVICE,Service,service!slow,negative
216,this quaint and romantic trattoria is at the top of my manhattan restaurant list.,1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,AMBIENCE,"trattoria,trattoria",trattoria!top|top!quaint,"positive,positive"
217,the service was excellent - friendly and attentive.,1538149:3,The service was excellent - friendly and attentive.,SERVICE,service,service!excellent,positive
218,great staff.,1543345:3,Great staff.,SERVICE,staff,staff!great,positive
219,always great service!,1543345:4,Always great service!,SERVICE,service,service!great,positive
220,but the staff was so horrible to us.,1561259:1,But the staff was so horrible to us.,SERVICE,staff,staff!horrible,negative
221,decor is nice though service can be spotty.,1572033:1,Decor is nice though service can be spotty.,"AMBIENCE,SERVICE","Decor,service",decor!nice|service!spotty,"positive,negative"
222,the waitstaffs are nice though.,1586174:6,the waitstaffs are nice though.,SERVICE,waitstaffs,waitstaffs!nice,positive
223,"both times i was extremely dissappointed by the service, which was boarderline rude.",1603698:2,"Both times I was extremely dissappointed by the service, which was boarderline rude.",SERVICE,service,times!dissappointed|service!times,negative
224,"the svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",SERVICE,"svc,restaurant",svc!rude|group!big|bit!svc|times!svc|esp!svc,"negative,positive"
225,"eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",1611489:3,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",AMBIENCE,"atmosphere,NULL",experience!disappointing|desk!disappointing|atmosphere!experience,"positive,negative"
226,the seats are uncomfortable if you are sitting against the wall on wooden benches.,1615322:4,The seats are uncomfortable if you are sitting against the wall on wooden benches.,AMBIENCE,seats,seats!uncomfortable,negative
227,it's a rather cramped and busy restaurant and it closes early.,1615322:5,It's a rather cramped and busy restaurant and it closes early.,AMBIENCE,"restaurant,restaurant",restaurant!cramped,"negative,negative"
228,patroon features a nice cigar bar and has great staff.,1623276:0,Patroon features a nice cigar bar and has great staff.,"AMBIENCE,SERVICE","cigar bar,staff",bar!nice|cigar!nice|staff!great|patroon!bar,"positive,positive"
229,the service is good and ambience is good for a date or group outing.,1632445:3,The service is good and ambience is good for a date or group outing.,"SERVICE,AMBIENCE","service,ambience",service!good|ambience!good|date!service|outing!date|group!date,"positive,positive"
230,truly the mark of an attentive waiter.,1632929:5,Truly the mark of an attentive waiter.,SERVICE,waiter,waiter!attentive|mark!attentive,positive
231,i almost hesititate to write a review because the atmosphere was so great and i would hate for it too become to crowded.,1655521:1,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,AMBIENCE,atmosphere,atmosphere!great|hesititate!hate,positive
232,"after dinner the manager grabbed my boyfriend, asked him: where are you from...maybe you dont know how things work in america...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",1660047:3,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",SERVICE,manager,things!work|thing!only|tips!only|america!things,negative
233,"the whole set up is truly unprofessional and i wish cafe noir would get some good staff, because despite the current one this is a great place.",1660047:5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",SERVICE,"staff,Cafe Noir",staff!good|place!great,"negative,positive"
234,i was here a few weeks back and we had the worst customer service experience at a restaurant ever.,1662726:0,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,SERVICE,customer service,experience!worst|customer!worst|service!worst|weeks!experience|restaurant!worst,negative
235,"if the weather is nice, try to snag an outside table.",1671113:3,"If the weather is nice, try to snag an outside table.",AMBIENCE,outside table,weather!nice|table!snag|snag!outside,positive
236,friendly staff that actually lets you enjoy your meal and the company you're with.,1702257:3,Friendly staff that actually lets you enjoy your meal and the company you're with.,SERVICE,staff,staff!friendly|company!enjoy|meal!enjoy,positive
237,"we ate out in the back patio, which is worth it as it's cool and the music is hear well there.",1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.","AMBIENCE,AMBIENCE","back patio,music",|patio!back,"positive,positive"
238,the place was nice and calm.,1707201:2,The place was nice and calm.,AMBIENCE,place,place!nice,positive
239,an excellent service,1727363:2,An excellent service,SERVICE,service,service!excellent,positive
240,"always a nice crowd, but never loud.",1730127:2,"Always a nice crowd, but never loud.",AMBIENCE,"crowd,NULL",crowd!nice,"positive,positive"
241,"kind, attentive wait staff.",430342:1,"Kind, attentive wait staff.",SERVICE,wait staff,staff!attentive|wait!attentive,positive
242,"calling the place hampton chutney co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",436868:3,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.","AMBIENCE,SERVICE","place,room,clerks",room!unattractive|clerks!unattractive|style!more|substance!more|folks!style,"negative,negative,negative"
243,"this is such a lovely, peaceful place to eat outside.",445960:0,"This is such a lovely, peaceful place to eat outside.",AMBIENCE,place,place!lovely,positive
244,the restaurant looks out over beautiful green lawns to the hudson river and the statue of liberty.,445960:1,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,AMBIENCE,restaurant,lawns!beautiful,positive
245,"this is a great place to take out-of-towners, and perfect for watching the sunset.",445960:4,"This is a great place to take out-of-towners, and perfect for watching the sunset.",AMBIENCE,place,place!great,positive
246,"good, fast service.",475298:0,"Good, fast service.",SERVICE,service,service!good,positive
247,"well, this place is so ghetto its not even funny.",475512:2,"Well, this place is so Ghetto its not even funny.",AMBIENCE,place,place!ghetto,negative
248,great atmoshere and worth every bit.,476473:2,Great atmoshere and worth every bit.,AMBIENCE,"atmoshere,NULL",atmoshere!great|bit!great,"positive,positive"
249,winnie and her staff are the best crew you can find serving you.,483111:0,Winnie and her staff are the best crew you can find serving you.,"SERVICE,SERVICE","staff,Winnie",crew!best|winnie!best|staff!winnie|staff!crew,"positive,positive"
250,the place was quiet and delightful.,485966:1,The place was quiet and delightful.,AMBIENCE,place,place!quiet,positive
251,"the wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",490565:1,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",SERVICE,wait staff,staff!pleasant|wait!pleasant|part!most|beautification!wonderful|fun!staff|way!wonderful|way!wonderful,positive
252,"but the best part about ls is the late night atmosphere, delightfully free of the bts.",490565:3,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",AMBIENCE,late night atmosphere,part!best|atmosphere!best|ls!best|bts!atmosphere|night!late,positive
253,in summer-eat outside on a terrace (another great feature of suan)!!!,493013:6,In summer-eat outside on a terrace (another great feature of Suan)!!!,AMBIENCE,terrace,feature!great|terrace!great|suan!great,positive
254,"the wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for chinatown) alternative.",498657:4,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.","SERVICE,AMBIENCE","wait,atmosphere,NULL",sum!dim|atmosphere!dim|wait!long|gig!typical|alternative!wait|tables!like|chinatown!sleek,"negative,negative,negative"
255,the service was friendly and the atmosphere was casual.,503807:5,The service was friendly and the atmosphere was casual.,"SERVICE,AMBIENCE","service,atmosphere",service!friendly|atmosphere!casual,"positive,neutral"
256,this place would be so much better served by being run by a group that actually understands customer service.,507844:0,This place would be so much better served by being run by a group that actually understands customer service.,SERVICE,customer service,place!better,negative
257,"terrible, terrible management - deserves to be shut-down.",507844:4,"Terrible, terrible management - deserves to be shut-down.",SERVICE,"management,NULL",management!terrible,"negative,negative"
258,service is fast and friendly.,507937:3,Service is fast and friendly.,SERVICE,Service,service!fast,positive
259,this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,511290:4,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,"AMBIENCE,SERVICE","ambience,staff",ambience!correct|staff!correct|time!same|place!ambience,"positive,positive"
260,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!","AMBIENCE,SERVICE","place,service",place!romantic,"positive,positive"
261,drawbacks: service is slow and they don't toast!,513521:2,Drawbacks: service is slow and they don't toast!,SERVICE,service,service!slow|drawbacks!service|toast!service,negative
262,the place itself is beautiful the bar scene seems to be happening.,519425:4,The place itself is beautiful the bar scene seems to be happening.,"AMBIENCE,AMBIENCE","place,bar scene",place!beautiful,"positive,positive"
263,cozy romantic atomosphere with only around 15 tables at most.,541532:0,Cozy romantic atomosphere with only around 15 tables at most.,AMBIENCE,atomosphere,atomosphere!cozy|tables!cozy,positive
264,service was very prompt but slightly rushed.,541532:1,Service was very prompt but slightly rushed.,"SERVICE,SERVICE","Service,Service",service!prompt,"positive,negative"
265,"service is friendly, and never had a problem walking in and getting a table.",610611:4,"service is friendly, and never had a problem walking in and getting a table.",SERVICE,"service,NULL",service!friendly,"positive,positive"
266,"service, however, was excellent...and i liked the setting/atmosphere a lot. ",620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot. ","SERVICE,AMBIENCE","Service,setting/atmosphere",service!excellent|lot!liked|setting/atmosphere!liked,"positive,positive"
267,"best of all is the warm vibe, the owner is super friendly and service is fast.",632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.","AMBIENCE,SERVICE,SERVICE","vibe,owner,service",vibe!best|owner!friendly|service!fast,"positive,positive,positive"
268,"ask for usha, the nicest bartender in manhattan.",657129:4,"Ask for Usha, the nicest bartender in manhattan.",SERVICE,Usha,bartender!nicest|manhattan!nicest|usha!bartender,positive
269,"toons has recently been redone, so it's now a very attractive space.",680390:0,"Toons has recently been redone, so it's now a very attractive space.",AMBIENCE,Toons,space!attractive|redone!attractive,positive
270,the service is good and the resturant is clean.,682391:2,The service is good and the resturant is clean.,"SERVICE,AMBIENCE","service,resturant",service!good|resturant!clean,"positive,positive"
271,rao's has the best service and atmosphere in nyc.,707917:2,Rao's has the best service and atmosphere in NYC.,"SERVICE,AMBIENCE","service,atmosphere",service!best|atmosphere!best|nyc!best|rao!service,"positive,positive"
272,"we recently decided to try this location, and to our delight, they have outdoor seating, perfect since i had my yorkie with me.",709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",AMBIENCE,outdoor seating,seating!perfect|delight!seating,positive
273,indoor was very cozy and cute.,709294:2,Indoor was very cozy and cute.,AMBIENCE,Indoor,,positive
274,atmosphere is nice and relaxed too...,737999:3,Atmosphere is nice and relaxed too...,AMBIENCE,Atmosphere,atmosphere!nice,positive
275,we were seated outside and the waiter spilled red wine and hot tea on myself and my date.,746254:0,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,SERVICE,waiter,tea!hot|wine!hot,negative
276,"one would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",746254:2,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",SERVICE,waiter,drinks!complimentary|apology!complimentary|waiter!snobby|order!waiter|minutes!waiter,negative
277,the only problem is that the manager is a complete incompetent.,757762:1,The only problem is that the manager is a complete incompetent.,SERVICE,manager,manager!incompetent,negative
278,there is no excuse for such lousy service!,757762:5,There is no excuse for such lousy service!,SERVICE,service,service!lousy|excuse!lousy,negative
279,although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,773720:2,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,"SERVICE,AMBIENCE","service,place",questions!like|kind!typical|water!typical|service!good,"positive,positive"
280,there is a downside if you're ordering in -- the delivery guys have major attitude.,872763:4,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,SERVICE,delivery guys,,negative
281,"love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",875139:0,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.","AMBIENCE,AMBIENCE,AMBIENCE","scene,place,location",scene!love|character!nice|light!nice|place!character,"positive,positive,positive"
282,i recieved prompt service with a smile.,935633:4,I recieved prompt service with a smile.,SERVICE,service,service!prompt|smile!service,positive
283,love the atmosphere - felt like i was in paris.,955711:2,LOVE the atmosphere - felt like I was in Paris.,AMBIENCE,atmosphere,atmosphere!love|paris!atmosphere,positive
284,i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna.,957145:1,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,"SERVICE,SERVICE","service,staff",things!good|nothing!good|staff!great|service!great,"positive,positive"
285,"over the years the host, vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",957145:2,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.","SERVICE,SERVICE","Vittorio,crew",visitor!consistent|business!gem|gem!visitor,"positive,positive"
286,i was visiting new york city with a friend and we discovered this really warm and inviting restaurant.,EVPK#10:1,I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.,AMBIENCE,restaurant,restaurant!warm|city!new|friend!city,positive
287,have never had a problem with service save a missing rice once.,Y#7:3,Have never had a problem with service save a missing rice once.,SERVICE,service,rice!problem|problem!rice,positive
288,great place to relax and enjoy your dinner,TR#3:0,Great place to relax and enjoy your dinner,AMBIENCE,place,place!great,positive
289,the wait staff is very courteous and accomodating.,TM#7:2,The wait staff is very courteous and accomodating.,SERVICE,wait staff,staff!courteous|wait!courteous,positive
290,i thought the restaurant was nice and clean.,PP#4:4,I thought the restaurant was nice and clean.,AMBIENCE,"restaurant,restaurant",restaurant!nice,"positive,positive"
291,the waitress was not attentive at all.,Y#5:4,The waitress was not attentive at all.,SERVICE,waitress,waitress!attentive,negative
292,i highly recommend this beautiful place.,TR#1:3,I highly recommend this beautiful place.,AMBIENCE,"place,place",place!recommend,"positive,positive"
293,nice view of river and nyc.,TR#8:6,Nice view of river and NYC.,AMBIENCE,view of river and NYC,view!nice|river!nice|nyc!river,positive
294,great survice,BG#1:2,Great survice,SERVICE,survice,survice!great,positive
295,"all in all, i would return - as it was a beautiful restaurant - but i hope the staff pays more attention to the little details in the future.",TFS#10:9,"All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.","AMBIENCE,SERVICE","restaurant,restaurant,staff",restaurant!beautiful|attention!more|future!little|staff!attention|details!little,"positive,positive,negative"
296,the boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,Z#9:1,The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,AMBIENCE,boths,|boths!small,positive
297,the service was extremely fast and attentive(thanks to the service button on your table) but i barely understood 1 word when the waiter took our order.,Z#9:2,The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.,"SERVICE,SERVICE,SERVICE","service,service button,waiter",service!fast|button!fast|thanks!service|word!service,"positive,positive,negative"
298,this is the first place i've been that a runner remembers my order... hope he likes his job because i have half a mind to steal him for my restaurant.,NP#3:5,This is the first place I've been that a runner remembers my order... hope he likes his job because I have half a mind to steal him for my restaurant.,SERVICE,runner,job!likes|place!first|hope!first,positive
299,"for a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.",NP#4:10,"For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.",SERVICE,"restaurant,customer service",service!intelligent|lack!reputation|reputation!lack|customer!intelligent,"positive,negative"
300,the environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,TFS#5:26,The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,AMBIENCE,"environment,NULL",environment!upscale|lot!rich|guys!rich|wives!lot|escorts!wives,"neutral,neutral"
301,gorgeous place ideal for a romantic dinner,CLF#7:0,Gorgeous place ideal for a romantic dinner,AMBIENCE,"place,place",dinner!romantic|ideal!romantic,"positive,positive"
302,the service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,CLF#7:3,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,"SERVICE,SERVICE","service,waiter",service!spectacular|menu!amazing|everything!amazing|recommendations!menu,"positive,positive"
303,the real problem i had with this place was the complete lack of service.,DBG#7:10,The real problem I had with this place was the complete lack of service.,SERVICE,service,place!problem|lack!problem,negative
304,possibly the most romantic restaurant in the city,Z#6:0,Possibly the Most Romantic Restaurant in the City,AMBIENCE,Restaurant,restaurant!romantic|city!romantic,positive
305,"this is undoubtedly my favorite modern japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",Z#6:1,"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",AMBIENCE,"modern Japanese brasserie,modern Japanese brasserie",brasserie!favorite|opinion!favorite|restaurants!romantic|city!romantic,"positive,positive"
306,"not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",Z#6:2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.","AMBIENCE,AMBIENCE,AMBIENCE","spot,unmarked wooden doors,décor",décor!intimate|zen!intimate|spot!hidden,"neutral,positive,positive"
307,it’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,Z#6:4,It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,"AMBIENCE,SERVICE","NULL,waiter",|curtain!little|waiter!curtain|booth!waiter,"positive,positive"
308,"this place has totally weird decor, stairs going up with mirrored walls - i am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",Z#7:2,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...","AMBIENCE,AMBIENCE","decor,mirrored walls",decor!weird|stairs!weird|one!broke|place!decor|head!broke,"negative,negative"
309,over all it was a very nice romantic place .,Z#10:3,Over all it was a very nice romantic place .,AMBIENCE,"place,place",place!nice,"positive,positive"
310,"regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",P#7:7,"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",AMBIENCE,"patio,NULL",patio!advantage,"positive,positive"
311,the servers at flatbush farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.,FF#4:3,The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.,SERVICE,servers,technique!ghastly,negative
312,"at this point, the waitress comes over and asks us if everything was okay, i was literally so shocked that i was speechless and didn't say anything, and guess what, the waitress walked away.",FF#3:10,"At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didn't say anything, and guess what, the waitress WALKED away.",SERVICE,waitress,|everything!okay,negative
313,it is quite a spectacular scene i'll give them that.,CLF#4:11,It is quite a spectacular scene i'll give them that.,AMBIENCE,scene,scene!spectacular,positive
314,"this guy refused to seat her and she left, followed shortly by the four of us, but not before i told him that in my 40 years of world travel, including paris, that i had never seen such a display of bad behavior by a frontman in a restaurant.",ADLT#6:4,"This guy refused to seat her and she left, followed shortly by the four of us, but not before I told him that in my 40 years of world travel, including Paris, that I had never seen such a display of bad behavior by a frontman in a restaurant.",SERVICE,frontman,guy!refused|display!bad|behavior!bad|seat!guy|years!display|frontman!display,negative
315,"a word to the wise: you can't dine here and disturb the maitre-d's sense of "" table turnover"", as whacked as it is, or else.",ADLT#6:6,"A word to the wise: you can't dine here and disturb the maitre-D's sense of "" table turnover"", as whacked as it is, or else.",SERVICE,maitre-D,sense!disturb|maitre-d!disturb|turnover!disturb,negative
316,great atmosphere,P#3:0,Great Atmosphere,AMBIENCE,Atmosphere,atmosphere!great,positive
317,"cool atmosphere, the fire place in the back really ads to it but needs a bit more heat throughout on a cold night.",P#3:3,"Cool atmosphere, the fire place in the back really ads to it but needs a bit more heat throughout on a cold night.","AMBIENCE,AMBIENCE,AMBIENCE","atmosphere,fire place,NULL",atmosphere!cool|ads!cool|heat!more|fire!ads|night!cold|bit!heat,"positive,positive,negative"
318,poor service and management,CLF#8:0,Poor service and management,"SERVICE,SERVICE","service,management",service!poor|management!poor,"negative,negative"
319,the manager was rude and handled the situation extremely poorly.,CLF#8:6,The manager was rude and handled the situation extremely poorly.,SERVICE,manager,manager!rude,negative
320,"mistakes happen, but they are usually accompanied by an apology, perhaps even a glass of wine...but not the grunt that we received from the al di la staff.",ADLT#11:4,"Mistakes happen, but they are usually accompanied by an apology, perhaps even a glass of wine...but not the grunt that we received from the Al Di La staff.",SERVICE,staff,,negative
321,the hostess was rude and i got a distinct feeling that they did not want to serve us.,FF#6:5,The hostess was rude and I got a distinct feeling that they did not want to serve us.,"SERVICE,SERVICE","hostess,NULL",hostess!rude,"negative,negative"
322,bad staff,FF#10:0,bad staff,SERVICE,staff,staff!bad,negative
323,"the waitress came to check in on us every few minutes, and began to clear the plates while half of us were still eating (a big pet peeve of mine that happens almost everywhere, so i try to ignore it).",FF#10:8,"The waitress came to check in on us every few minutes, and began to clear the plates while half of us were still eating (a big pet peeve of mine that happens almost everywhere, so I try to ignore it).",SERVICE,waitress,plates!clear|half!peeve|peeve!half|minutes!few,negative
324,"i wish i could like this place more, and i wish someone would retrain the staff.",FF#10:11,"I wish I could like this place more, and I wish someone would retrain the staff.",SERVICE,"place,staff",place!like|wish!like|someone!like|staff!someone,"negative,negative"
